PLAYER NAME,TEAM,TT,CAY,IAY,AYD,AGG%,LCAD,AYTS,ATT,YDS,TD,INT,RATE,COMP%,xCOMP%, +/-
Jared Goff,DET,2.9,6.6,8,-1.4,10.2,37.8,-1.3,59,494,5,0,118.9,64.4,65.4,-1
Josh Allen,BUF,3.4,9.2,11,-1.8,23.5,53.3,3.2,34,362,2,0,122.4,67.6,62,5.7
Mac Jones,JAX,2.64,2.9,6.1,-3.3,10.9,30.3,-1.9,46,294,2,2,81.3,67.4,68.2,-0.8
Jalen Hurts,PHI,3.27,5.2,6.7,-1.5,15.6,29.4,-3.1,32,290,2,0,125.3,78.1,67.6,10.6
Lamar Jackson,BAL,2.89,8.7,10.2,-1.5,--,45.5,0.8,25,290,5,0,154.6,84,72.1,11.9
Aaron Rodgers,NYJ,3.18,7.5,11.5,-4,16.7,45.8,3.4,30,289,3,0,120,53.3,55.5,-2.2
Baker Mayfield,TB,2.79,7,8.4,-1.4,3.7,43.3,0,27,288,4,1,135.3,81.5,66.3,15.2
Joe Burrow,CIN,2.68,6.1,7,-0.9,16.2,46.7,-2,37,271,3,2,95.7,70.3,68,2.3
Sam Darnold,MIN,3.05,6,8.8,-2.8,7.5,31.7,-0.9,40,231,1,1,74.1,60,65.7,-5.7
Jordan Love,GB,2.83,4.3,7,-2.7,14.8,48.8,-0.8,27,229,2,0,123.8,74.1,64.5,9.6
Jayden Daniels,WAS,2.75,5.3,9.1,-3.8,6.5,32.9,-0.7,31,226,2,0,118.5,80.6,70.8,9.8
Kyler Murray,ARI,2.87,2.7,5.1,-2.4,16.7,34.3,-3,30,224,0,0,97.1,76.7,71.7,5
Bryce Young,CAR,2.88,4.8,7.9,-3.1,17.9,38.2,-1.5,28,219,1,2,73.4,67.9,66.5,1.4
Cooper Rush,DAL,2.55,7.1,7.5,-0.4,10.3,37.4,-2,29,214,3,0,119,62.1,69.9,-7.8
Mason Rudolph,TEN,2.66,3.7,5.4,-1.7,11.5,29.1,-3,26,209,2,1,109.8,80.8,71.4,9.4
Desmond Ridder,LV,2.93,4.8,10,-5.2,7.7,34.5,0.8,39,208,1,2,60.6,59,58.7,0.3
Drake Maye,NE,2.63,3.2,6.6,-3.4,13,45.3,-2.4,23,202,1,1,99.6,82.6,72.8,9.8
Tua Tagovailoa,MIA,2.53,2,4.4,-2.4,7.5,29.1,-4.6,40,196,1,3,60,72.5,71.9,0.6
Justin Herbert,LAC,2.71,6.4,8.4,-2,6.1,34.8,0,33,195,2,1,87.3,63.6,65.1,-1.4
Caleb Williams,CHI,3.28,4.2,8.2,-4,12.9,38.6,-1.6,31,191,1,0,86.9,58.1,63.7,-5.7
Anthony Richardson,IND,3.14,4.3,8.7,-4.4,13.2,29.6,-1.3,38,172,0,2,36.3,44.7,62.7,-18
Matthew Stafford,LAR,3.12,4.5,6.8,-2.3,11.1,51,-1,27,160,0,0,76.2,59.3,65.7,-6.5
Patrick Mahomes,KC,2.99,3.4,9.3,-6,31.6,29.8,1.9,38,159,2,0,78.7,50,51.2,-1.2
Geno Smith,SEA,2.6,6.5,7.2,-0.7,10.5,37,-3.1,19,149,0,1,77.4,78.9,66.3,12.7
Jameis Winston,CLE,2.65,3.2,8,-4.8,16,26.6,-0.7,25,146,0,3,40.2,64,66,-2
Brock Purdy,SF,2.58,4.8,11.1,-6.2,22.6,29.6,1.5,31,142,0,1,45.4,45.2,60.1,-14.9
Spencer Rattler,NO,2.82,9.2,10.4,-1.2,4.8,41.1,1.7,21,135,1,0,84.4,47.6,53.7,-6.1
C.J. Stroud,HOU,3.21,5.3,7.8,-2.6,3.8,28.7,0.4,26,131,2,0,106.4,69.2,65.9,3.3
Bo Nix,DEN,2.68,1.2,5.6,-4.3,9.1,39,-2.2,33,130,3,3,61.4,60.6,72.8,-12.2
Russell Wilson,PIT,2.38,5.1,7,-1.9,9.1,40.5,-6.4,22,128,1,0,94.5,63.6,69.4,-5.7
Tim Boyle,NYG,2.48,4.4,7.1,-2.7,16.7,42.2,-0.5,24,123,1,1,61.6,50,57.9,-7.9
Kirk Cousins,ATL,2.61,6.3,6.3,-0.1,5.9,33,-2.1,17,112,1,1,78.6,64.7,70.1,-5.4
