player,base_prediction,adjusted_base,enhanced_prediction,minimax_adjustment,performance_penalty,volume_consistency,absence_penalty,total_adjustment,prob_lt5,prob_5_10,prob_10_15,prob_15_20,prob_20_25,prob_25_30,prob_30plus,prob_ge8,prob_ge10,prob_ge12,prob_ge15,prob_ge18,prob_ge20,prob_ge25,prob_ge30,p10,p25,p50,p75,p90,mean,std,latest_week
Jalen Nailor,9.064218010837385,11.647673776962183,11.829995341667288,0.5834557661247975,8.0,0.0,-6.0,2.583455766124798,0.2452,0.1821,0.199,0.1697,0.1113,0.0605,0.0322,0.6527,0.5727,0.4924,0.3737,0.2658,0.204,0.0927,0.0322,0.0,5.166231318165305,11.829995341667288,18.468820782325068,24.573445982890526,12.388099140828627,8.918370184116101,15
DeVonta Smith,15.038121759823863,10.123425176798072,11.634021219829323,0.055988648850911996,-3.4706852318767023,1.5,-3.0,-4.9146965830257905,0.2286,0.2007,0.2244,0.1742,0.1052,0.0475,0.0194,0.6578,0.5707,0.4852,0.3463,0.2345,0.1721,0.0669,0.0194,0.1888779286351313,5.567951558036163,11.634021219829323,17.532924544268283,23.09309252962322,11.986990502544659,8.183351188969555,16
Emeka Egbuka,11.367140748340129,5.1962851870850315,11.445622284538889,0.0641429625829936,-2.7349985238380903,1.5,-5.0,-6.170855561255097,0.1825,0.2375,0.2726,0.1933,0.0857,0.0237,0.0047,0.6862,0.58,0.4697,0.3074,0.1793,0.1141,0.0284,0.0047,2.2378247472038773,6.672827886832492,11.445622284538889,16.230108667659678,20.55938122277359,11.613176339486552,6.786478578269268,15
Parker Washington,12.729149042985437,12.89366226074636,11.346044261897903,0.1329175478507282,3.0315956699101956,1.0,-4.0,0.16451321776092342,0.1856,0.2393,0.274,0.1893,0.0837,0.0233,0.0048,0.6813,0.5751,0.463,0.3011,0.1767,0.1118,0.0281,0.0048,2.2134614586519987,6.606572753868467,11.346044261897903,16.13229802090309,20.43849064004292,11.526959430076513,6.779155283530186,16
Harold Fannin Jr.,11.185904871795056,13.491476217948765,11.277402955390507,0.06970475641024719,2.235866589743461,0.0,0.0,2.305571346153708,0.1883,0.2415,0.2726,0.1873,0.0826,0.0231,0.0046,0.6785,0.5702,0.4592,0.2976,0.1747,0.1103,0.0277,0.0046,2.1534956943449104,6.5386959657044015,11.277402955390507,16.07017563145348,20.40272864934476,11.464438182233824,6.774645179725306,16
Ricky Pearsall,11.349315845413942,11.007328961353485,11.161312398379383,0.21253420772930287,4.44547890821024,1.0,-6.0,-0.3419868840604572,0.2658,0.1865,0.1985,0.1646,0.1029,0.0533,0.0284,0.6265,0.5477,0.466,0.3492,0.244,0.1846,0.0817,0.0284,0.0,4.517096054656761,11.161312398379383,17.80056890071792,23.92412506418686,11.807416398339619,8.80754536458722,15
Mack Hollins,9.664474509299708,11.07397577018207,11.103026898387824,0.11463341739215745,0.7948678434902046,1.0,-0.5,1.409501260882362,0.2659,0.1874,0.1986,0.1641,0.1028,0.0532,0.028,0.6247,0.5467,0.4646,0.3481,0.2418,0.184,0.0812,0.028,0.0,4.479776756095753,11.103026898387824,17.760136055793463,23.810510789948125,11.765998787869242,8.796193166097737,16
Malik Nabers,16.23763189096233,10.628407972740584,11.083379365680923,0.09511840545188353,3.795657676326371,1.5,-11.0,-5.609223918221746,0.2447,0.2057,0.2217,0.1703,0.0986,0.0432,0.0158,0.6377,0.5496,0.459,0.3279,0.2156,0.1576,0.059,0.0158,0.0,5.177508405445735,11.083379365680923,17.01215830991815,22.430284901762096,11.529805086919465,8.055687169384171,3
AJ Barner,11.295397993103107,10.759079598620621,10.99471681402622,-0.06703979931031068,-0.4692785951721747,0.0,0.0,-0.5363183944824854,0.2722,0.187,0.1992,0.1612,0.101,0.0517,0.0277,0.6199,0.5408,0.4608,0.3416,0.2377,0.1804,0.0794,0.0277,0.0,4.330952790524237,10.99471681402622,17.633542254684002,23.738167455249457,11.655607985412459,8.778827242690088,16
Brian Thomas Jr.,17.661703986081527,9.90149869195315,10.973069499931075,-0.12301250387131049,-3.1371927902570675,1.0,-5.5,-7.760205294128378,0.2554,0.2042,0.2202,0.1657,0.0968,0.0407,0.017,0.6297,0.5404,0.4529,0.3202,0.2138,0.1545,0.0577,0.017,0.0,4.84400043779511,10.973069499931075,16.86182863504378,22.481662057996942,11.393417347113553,8.117310758255975,15
Chig Okonkwo,12.78428639363324,11.62485727872665,10.901821215026079,-0.28042863936332413,-1.8790004755432665,1.0,0.0,-1.1594291149065907,0.2022,0.2464,0.2706,0.181,0.0751,0.0208,0.0039,0.6593,0.5514,0.4393,0.2808,0.1597,0.0998,0.0247,0.0039,1.7641324752714742,6.145799684284489,10.901821215026079,15.675866807729497,19.99080090716078,11.100263566023111,6.731916758863574,16
Juwan Johnson,13.082372091768937,10.075928963808334,10.849964688027228,-0.1927826637223481,-0.8136604642382558,1.5,-3.5,-3.006443127960604,0.2052,0.2465,0.2696,0.1799,0.0746,0.0205,0.0037,0.6564,0.5483,0.4367,0.2787,0.1581,0.0988,0.0242,0.0037,1.717765226872848,6.081188312207813,10.849964688027228,15.623713359428361,19.946214008705887,11.047387052503094,6.721674022529932,16
DK Metcalf,13.199956933532164,9.910562815277862,10.603908977908963,-0.01142426478178802,-1.7779698534725143,1.5,-3.0,-3.289394118254302,0.2606,0.2106,0.2269,0.164,0.091,0.0348,0.0121,0.6171,0.5288,0.4356,0.3019,0.194,0.1379,0.0469,0.0121,0.0,4.688152499875434,10.603908977908963,16.362127225167914,21.631115696330973,11.044443399364011,7.838924871823135,16
Hunter Henry,11.965881189675695,10.77568458313321,10.547816741142427,0.039920226230501045,1.269883167227014,1.0,-3.5,-1.190196606542485,0.2183,0.2489,0.2686,0.1719,0.0698,0.019,0.0035,0.6404,0.5328,0.4188,0.2642,0.1483,0.0923,0.0225,0.0035,1.3910559230785942,5.788363939156535,10.547816741142427,15.326151832762797,19.637382005775947,10.768910109619277,6.696860468142672,16
Troy Franklin,10.870027546133166,12.915090219866626,10.465829430337614,0.026081956026675093,1.5189807177067847,1.0,-0.5,2.04506267373346,0.2211,0.25,0.268,0.1696,0.0699,0.0179,0.0035,0.6367,0.5289,0.4142,0.2609,0.1461,0.0913,0.0214,0.0035,1.3419221692920158,5.727122440651507,10.465829430337614,15.265952382706537,19.599784360540017,10.705046544299371,6.69245148714837,16
Christian Watson,12.407766076357282,12.7884103581286,10.396689495452822,-0.06791946477858524,-0.5514362534500966,1.0,0.0,0.38064428177131815,0.2244,0.2515,0.2662,0.1685,0.0689,0.0171,0.0034,0.6334,0.5241,0.4102,0.2579,0.1436,0.0894,0.0205,0.0034,1.272782234407226,5.657982505766717,10.396689495452822,15.19101943504413,19.53064442565523,10.640425912753729,6.684384506861013,16
Josh Downs,10.869964546329552,9.583602247693499,10.222923102810128,0.07261288379463356,-2.358975182430686,1.0,0.0,-1.2863622986360528,0.2912,0.1989,0.2073,0.1524,0.0907,0.0424,0.0171,0.5932,0.5099,0.4252,0.3026,0.2036,0.1502,0.0595,0.0171,0.0,3.8590110206092243,10.222923102810128,16.53129101050489,22.329998320987695,10.882960250866795,8.319766806999482,16
Romeo Doubs,10.217399978485282,9.40381153308286,10.201384627891883,0.18259153953727436,2.0038200150603034,1.0,-4.0,-0.8135884454024223,0.2328,0.2559,0.2621,0.1649,0.0657,0.0158,0.0028,0.6221,0.5113,0.3996,0.2492,0.1368,0.0843,0.0186,0.0028,1.0524122927232287,5.436691669716637,10.201384627891883,14.97718392212359,19.283998111168703,10.446399114060762,6.652624590439614,16
Brenton Strange,11.30887074571722,8.99650340071502,9.895451395716712,0.053842176999853386,0.1337904779979471,1.0,-3.5,-2.3123673450021993,0.2452,0.2599,0.2612,0.1557,0.0611,0.0144,0.0025,0.606,0.4949,0.3839,0.2337,0.1283,0.078,0.0169,0.0025,0.7444376342982131,5.12955979669107,9.895451395716712,14.671250689948419,18.978064878993532,10.163966583683814,6.615040963359591,16
Keenan Allen,15.709263062354935,9.724852612470988,9.77930603368221,-0.3359263062354936,-5.648484143648454,0.0,0.0,-5.984410449883947,0.3038,0.2066,0.2071,0.1457,0.0845,0.0361,0.0162,0.5756,0.4896,0.4063,0.2825,0.1871,0.1368,0.0523,0.0162,0.0,3.545559352977514,9.77930603368221,16.052624396878883,21.795961356962426,10.500346345997809,8.178691426506031,16
Dallas Goedert,9.812567553751297,9.733641888437823,9.468685952388388,0.15987162231243524,4.261202712374092,1.0,-5.5,-0.07892566531347267,0.2627,0.2667,0.2537,0.1469,0.0555,0.0121,0.0024,0.5812,0.4706,0.3602,0.2169,0.1139,0.07,0.0145,0.0024,0.3201718583873566,4.709233150402496,9.468685952388388,14.247021044008758,18.55825121702191,9.776253529607688,6.563706593284216,15
Colston Loveland,10.312640415204648,9.06252808304093,9.399958389381307,-0.15626404152046477,-1.0938482906432532,0.0,0.0,-1.250112332163718,0.326,0.1996,0.1917,0.1397,0.0853,0.0393,0.0184,0.5566,0.4744,0.397,0.2827,0.1904,0.143,0.0577,0.0184,0.0,2.7361943658793257,9.399958389381307,16.038783830039087,22.143409030604545,10.301117501769994,8.474023330712022,16
Pat Freiermuth,12.037296980023545,8.959324245005885,9.274707269462557,0.12813515099882275,1.7938921139835184,1.0,-6.0,-3.077972735017659,0.3302,0.2002,0.1904,0.1396,0.0833,0.039,0.0173,0.5511,0.4696,0.3921,0.2792,0.1873,0.1396,0.0563,0.0173,0.0,2.6172963558431643,9.274707269462557,15.914696968171505,21.969903862441654,10.20070105395385,8.447325041062328,15
Travis Kelce,12.431948379428677,8.749850731220807,9.19403811070545,0.10226621739220249,0.21563613439992613,1.0,-5.0,-3.682097648207871,0.3263,0.2076,0.1991,0.1398,0.0811,0.0323,0.0138,0.5499,0.4661,0.3822,0.267,0.1754,0.1272,0.0461,0.0138,0.0,2.814789891536143,9.19403811070545,15.506577936116011,21.363732499293036,10.015773734077158,8.142697797821434,15
Olamide Zaccheaus,12.349301784658913,7.172860356931784,9.193326299139912,-0.09793017846589117,-2.078511249261238,1.0,-4.0,-5.176441427727129,0.2779,0.2678,0.2478,0.1415,0.0525,0.0106,0.0019,0.5657,0.4543,0.3461,0.2065,0.1077,0.065,0.0125,0.0019,0.043830760344869144,4.419116961493289,9.193326299139912,13.965818168800428,18.285501782699445,9.520192349824237,6.516035089210765,16
Chris Godwin Jr.,9.272893986910058,8.772893986910058,9.127702339018288,0.0,0.0,0.0,-0.5,-0.5,0.3368,0.199,0.1906,0.137,0.082,0.0383,0.0163,0.5455,0.4642,0.3855,0.2736,0.1833,0.1366,0.0546,0.0163,0.0,2.4639383155163066,9.127702339018288,15.766527779676071,21.871152980241526,10.076343332080649,8.416744294103669,16
Marvin Mims Jr.,11.333071523307629,8.218267880826907,8.600353924178894,0.19234642383461864,2.692849933684661,0.0,-6.0,-3.1148036424807204,0.355,0.1994,0.1872,0.1339,0.0763,0.0334,0.0148,0.5252,0.4456,0.367,0.2584,0.1719,0.1245,0.0482,0.0148,0.0,1.9557511060655457,8.600353924178894,15.208874128713317,21.322209909337023,9.662412280105439,8.313748052694867,15
Tre Tucker,10.257687731199393,6.175823260525593,8.454958426147762,-0.2114830588342251,-1.3703814118395747,1.0,-3.5,-4.0818644706738,0.3131,0.2732,0.2344,0.1264,0.0428,0.0086,0.0015,0.5285,0.4137,0.3077,0.1793,0.0909,0.0529,0.0101,0.0015,0.0,3.6957034206192763,8.454958426147762,13.236786817073757,17.548948878454993,8.87204063703445,6.405042970688141,16
